Comment ID,Channel ID,Comment Create Timestamp,Price,Video ID,Comment Text
UgzXe5l_R7vKDBm7bC94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-08T22:38:43+00:00,0,73hH8fx4hEg,"{""text"":""wow... ive played, and beaten Majora's Mask but that is still so badass.""}"
UgxkmZc3MVReNUyTloN4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-08T22:36:49+00:00,0,Ls8ac3rQWSs,"{""text"":""Holly Jeebuz. For 2000 this was the most retarded commercial ever... Then again Japan probably had MM in 1998.""}"
UgyB_6NaZtrXgrFiTZ54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-07T22:26:22+00:00,0,NUyrZyuzRWg,"{""text"":""This is the most boooorinq video on that planet.""}"
UgzILl9nZOJle00lG1N4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-07T22:13:58+00:00,0,xgO-u83Os_I,"{""text"":""He looks like a confused emo. XD""}"
Ugwm6h2HMuZypplh1W94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-07T05:32:01+00:00,0,dKGqm3xYESY,"{""text"":""JK also what is the (NSFW) beside the title?""}"
UgwgYBO8Eog_RRCjRA54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-07T05:23:54+00:00,0,dKGqm3xYESY,"{""text"":""This is the most boooorinq video on that planet.""}"
UgzZZGb6aw8nKvoUFvF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-06T15:26:46+00:00,0,fM3hZcnoNxw,"{""text"":""Whats that song at the end called? And where can I get an MP3 for it?""}"
UgwR3y4_U9orZSaB8pl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-06T04:57:57+00:00,0,T4edh5AYJLM,"{""text"":""I like chunky peanut butter.""}"
UgzSzIh_OtB-my61Se14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-04T02:17:40+00:00,0,NpS1QyoNKu0,"{""text"":""For those of you who cant read that small It said instead of \""ROBLOX Worldwide\"" It said \""Discuss how much you hate piecrust\"" And \""How he is stupid\"" and \""How he is evil\""""}"
Ugy84_l2Nx-YBhbs6jt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-03T04:07:41+00:00,0,zgRrM-gsE38,"{""text"":""xGSWxST3ALTHx thats the polite way to put it... Its easier to just say they have no life.""}"
UgwRQGgIbchqbg-Bl9N4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-03T03:54:35+00:00,0,MMBTCcfcF8w,"{""text"":""what year did he sing this""}"
UgwsOeUs0xIwl-QtLGN4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-03T01:00:44+00:00,0,8WXzUHR3XQk,"{""text"":""OMFG i cant beleive you said that""}"
UgyVnkLDAdCm7Df_ImV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-06-01T01:42:51+00:00,0,jir4GtU10Q0,"{""text"":""aaaw... cute""}"
UgwLVW42ihhbMgEJlTd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-05-29T16:15:46+00:00,0,pVMoQ0VxWyw,"{""text"":""Good Drawing!!! But that's not how Seth MacFarlane and his animators do it. They draw every frame by hand.""}"
Ugy3_lcvRtgWKyMsyHF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-05-23T03:16:05+00:00,0,_R8prS1jsvI,"{""text"":""Loloolololololoolololoolollollololololololol""}"
UgzMDYapSE4Xzc7bduZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-05-21T22:19:28+00:00,0,jsxK36HAf9k,"{""text"":""ive seen this but not the end... why didnt i get to see this until 3 months after they stopped airng this? *sigh*""}"
Ugwyl1Q3M5-hm1WrIjR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-05-18T02:37:41+00:00,0,B0qvSlnrr9M,"{""text"":""No, you couldnt put them in a normal shotgun because it probably needs more of a hit to realease the projectile.""}"
UgyDQ1mvZr9A3_qPFRJ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-05-12T01:18:11+00:00,0,mKwj3efLxbc,"{""text"":""\""God, I thought gays were good at drama...\"" LOL!""}"
Ugy5rS9h3BYyELRueTx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-05-11T03:50:01+00:00,0, -vcVGzYBKFc,"{""text"":""i literaly just started loling... kind of embaressing because i was im my living room and i had headphones on so nobody knew what i was laughing about.""}"
UgxAv9DA24xQ6R74S-p4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-05-01T19:48:10+00:00,0,QrIrHiZFt9M,"{""text"":""what week was this? it looks like 6, thats when i was there""}"
UgzxREwhtRPp1ELo-nx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-05-01T17:37:02+00:00,0,US06gITtZlc,"{""text"":""you stupid fucking ginger kid.""}"
UgxvV8IJKPHoavNTTix4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-05-01T00:29:26+00:00,0,kRgE15sSmmc,"{""text"":""how the hell does this vid have 7070 comments but only 304 veiws? its not possable""}"
Ugwvvba0UWNwTurxNMR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-04-25T04:34:39+00:00,0,amHrKWXlQ-8,"{""text"":""the guy with the axe was funny""}"
Ugxm2mmppB7bJFuwOIx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-04-23T23:36:24+00:00,0,bvfZ9BOoIKE,"{""text"":""the most painful one ive been on was The Great Canadian Minebuster at Canada's Wonderland.""}"
Ugz3Q4HLvXT5FBWIXhJ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-04-19T20:42:32+00:00,0, -kzWxydOEnY,"{""text"":""at the end it said dan brown is gonna be in there next vid!!!""}"
UgzYyNnacZF09hRZuTF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-04-15T00:14:55+00:00,0,xrR17kgowL0,"{""text"":""i was fucking at that concert... the theater is atached to the high school im going to""}"
UgyBpJkqlUtTIbim7jV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-03-30T22:14:04+00:00,0,kSY2mKLrtMQ,"{""text"":""Nick\r\nJoe\r\nKevin\r\n\r\nMainly because like the Jonas Bros. i want those microwaves to die""}"
UgyTVhcAdF_eBRVmiVl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-03-22T05:30:18+00:00,0,OBUlpvyInzg,"{""text"":""I REALLY LIKE THIS VIDEO!\r\n\r\nIt expresses everything on ROBLOX I have tried (and failed) to do with videos!\r\n\r\nROBLOX Username: Jinclops""}"
UgwFjpGRz3VhIjmzlPp4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-03-04T01:50:30+00:00,0, -tic-THxVKs,"{""text"":""...""}"
Ugw61ge8V8VBUBeXiYt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-02-27T15:22:26+00:00,0,2HcYfTkVFQ8,"{""text"":""You could load something else in that... Like a big cork and fire it at somebody!""}"
UgzrH-abL2wvkbob57N4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-02-19T17:16:03+00:00,0,AuNkpz-IFH8,"{""text"":""i put this same thing up and seth mcfarlane flaged it for copyright claims and now its gone!!!""}"
UgzOYTyGIVFV0jyAkZB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-02-15T18:17:01+00:00,0,E7tT5svImeo,"{""text"":""to play with indeed""}"
Ugx4jbqAGlLitnlwMQ94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-02-08T05:19:38+00:00,0,D72JyZkBuxw,"{""text"":""Heey...\r\n\r\nPikachu rode with Lord Farquad, on the back of a humpback whale to the land of Guam.""}"
Ugyvz6PRz0DvCWKAbot4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2009-01-13T00:27:32+00:00,0,b6MIksM2yXY,"{""text"":""play dough is my answer to that""}"
Ugxp2NbmCpYr2nQpQR54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-12-29T08:24:29+00:00,0,40S8G2ZuRpE,"{""text"":""THATS BULLSHIT!""}"
UgwMSfLYhgVL_761qvd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-12-28T05:24:56+00:00,0,WiTpMAY00AA,"{""text"":""WOW AT 0:11 SUBLIMINAL MESSAGE!""}"
Ugw0N7wpBWjsGHiUa214AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-12-17T20:40:22+00:00,0,iuc9b9SYgD8,"{""text"":""If youve never done that before then dont do it again!""}"
UgzRClrLVudxIbeH9w14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-12-17T18:12:53+00:00,0,yQBekntxx_g,"{""text"":""sounds like bees!""}"
Ugw_v4F2w1TOUGC0MRd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-12-17T01:55:29+00:00,0,Ls-HvuWsidk,"{""text"":""im not gonna say this is gay but dude come on, dont you have anything better to do than to make random vids like this?""}"
UgxLusUrQ7JdFm7G-oZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-12-16T03:09:48+00:00,0,RY5hCUDzQoU,"{""text"":""it could be Japanese subliminal messaging, you never know!""}"
Ugzz-wDZx6Hq4sF9qGx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-12-13T04:03:44+00:00,0,vxfwL1uzVus,"{""text"":""FUCK YOU FOR BEING SO FUCKING SMART AND CREATIVE!!! nah i actualy love kipkay's videos that was just from family guy""}"
UgzFZ3biCJWjZ2KNPbh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-12-02T02:39:37+00:00,0,EoOgDGFw22I,"{""text"":""Omfg! I opened up a Kodak disposable camera and I touched the circits and it welted my whole hand. now i have a spot on my thumb with no FINGERPRINT!""}"
Ugw9aVFUyOXvw56kmcR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-12-01T19:56:29+00:00,0,vgQ9kvLGXS8,"{""text"":""1.Copy this message\r\n2. Hold your breath now\r\n3. Post this message in ANOTHER video\ufeff while holding your breath, if you make it, you're a great kisser""}"
UgyoZ_4oV7XSl8ZBnfh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-12-01T17:22:01+00:00,0,MRmey2WvWnw,"{""text"":""Oh hello Cindy. I'm singing to my vegtables. Don't do that.\r\n\r\nLMFAO! XD! I LOVE THE ENDING!""}"
UgxW9IcWmnF00ffIK3R4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-11-25T03:30:32+00:00,0,iSVpkPk883Q,"{""text"":""I learnt this at Circle Square Ranch Brantford 2006 week 6  Discovery Camp if you were there PM me i would love to talk about it!""}"
Ugznw1u_wDSTeEpZMe94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-11-21T02:42:09+00:00,0,IWe8KXXUZP8,"{""text"":""0:21 lmfao! ANGRY VIDEO GAME NERD MUCH!""}"
UgwBO1SNfruosAF7Hr94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-11-19T22:54:24+00:00,0,GlD8UhT9xAM,"{""text"":""There's still somebody in my school who's been trying to solve on since '91!""}"
Ugy2EwZGV9OhFesR-6R4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-11-15T23:18:58+00:00,0,yaykLN6IHlk,"{""text"":""im 11""}"
Ugw6dTLx1KY0Tvxj8T94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-11-12T01:56:21+00:00,0,3MA4mwnlhh4,"{""text"":""yo i meant boo to a guy who said boo to somebody saying yay obama won, IM HAPPY HE WON!""}"
Ugz3bauKRDv1RM2lAmt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-11-12T01:54:49+00:00,0,3MA4mwnlhh4,"{""text"":""BOO YOU!""}"
UgwrPbZL5F5afdHaswJ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-11-09T03:51:17+00:00,0,QtE5Yn3xwOA,"{""text"":""THOSE THINGS GET SOO BIG! THEY START OF AS THAT BIG THEN BOOM! IF A FULL GROWN ONE STOOD ON HIS HIND LEGS HE WOULD BE LIKE 1½m""}"
UgznrynyWKLo3B_rNu54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-11-07T03:07:13+00:00,0,R1O1T4Jwf_Y,"{""text"":""Ok! the end was SOOOOO racist and the worst thing I had to be hospitalized for was when i was like 1 i got a carrot stuck in my nose.""}"
UgztKHjf7vrwSqJMESR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-11-07T03:02:58+00:00,0,R1O1T4Jwf_Y,"{""text"":""IM TECHNICLY THE 3rd COMENTER!!! w00t! JPizzle doesnt count""}"
UgyoTPbYFpFDBNtRr5t4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-11-04T02:47:00+00:00,0,8DBaWZhe8kM,"{""text"":""tisk tisk""}"
Ugyx54jwL_YDpaQdbX94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-31T14:31:45+00:00,0,3pLaBcrEzog,"{""text"":""LAST NIGHT? WHERE DA FUCK DO U LIVE? I live in canada and halloween is today! Is it november 1st to u?""}"
UgyLrvkdmg2ZF8nTv7V4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-19T04:17:50+00:00,0,Yv0av7GWCa4,"{""text"":""HOW???????????????""}"
UgxsC4NCwT2qMahNGSh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-19T04:01:59+00:00,0,XR1drzq1iKw,"{""text"":""u suck""}"
UgzM-7oNc6H8A5yDZtt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-19T03:56:26+00:00,0,29PiyONrUj4,"{""text"":""WHERE DO U BUY IT??""}"
UgwTqI6DMajnW5AtWF54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-18T13:01:21+00:00,0,TLr7CL_0b18,"{""text"":""6th""}"
Ugw2xhU4OKmGvCsfU4d4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-16T01:35:13+00:00,0,FUj5BKMGIuk,"{""text"":""good point...""}"
Ugz34ndLJvEy1qDgfhx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-16T01:33:27+00:00,0,FUj5BKMGIuk,"{""text"":""LMFAO!""}"
Ugwpim2ZV9akuy4N8s14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-16T01:18:36+00:00,0,tiVaIQ_JEO8,"{""text"":""lol!""}"
UgxfubPuSYynh64KAN54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-16T01:03:07+00:00,0,OZ8vQ7Naxzo,"{""text"":""LMFAO! ANG-LEE like angely THATS SO FUNNY!""}"
Ugzje9TFpoTIaJE0IGd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-16T00:57:43+00:00,0,FUj5BKMGIuk,"{""text"":""and the adult filming this does nothing?""}"
UgwcVVSbkKOH7f7jFF94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-15T01:52:08+00:00,0,wgRD5JT2tbQ,"{""text"":""Wat the fuck? This video is no longer avalible? is youtube trying to block ppl from seeing this? idk...""}"
Ugyfpt5udt2v6TKN_tZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-15T01:25:11+00:00,0,2EER1F2oDOQ,"{""text"":""ya for a sec i thought that it was mario paint... LOL, then again i think ALOT of thing are from mario paint""}"
Ugx6bWk1Fm3O4knS0D94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-14T00:48:19+00:00,0,33XRsNiMcII,"{""text"":""i cant... i just can't.... OH IM SO ASHAIMED!""}"
UgycrY5kOGAby1eBGJ14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-10T19:50:51+00:00,0,2EER1F2oDOQ,"{""text"":""Wow ur good with ms paint!""}"
Ugwq9SjucQxAr3Lb2ox4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-05T17:18:25+00:00,0,7Ng5qwtR59A,"{""text"":""But wow whats that remind u of huh??? I know it has NOTHING to do w/ it but still almost identical to u know what...""}"
UgyxujqnJCgDgiBFMWh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-05T17:17:38+00:00,0,7Ng5qwtR59A,"{""text"":""To make room for a new building...""}"
Ugx1bYPCFuW9mvRAeNp4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-05T17:07:20+00:00,0,sKuSbpaSXTs,"{""text"":""gay""}"
UgxFDnFg5FpU6jnymhB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-05T16:58:58+00:00,0,oDHbqdwI520,"{""text"":""Holy Shit! In the instant replay its the sounds of a million things that have ever died from fireworks!!!""}"
Ugz7JK4xOSWeBBf5KdF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-05T03:52:02+00:00,0,WW023XoUqRo,"{""text"":""WAT THE FUCK IS THIS GAME???????""}"
UgxZcZ_5p9FTM5tl9UR4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-04T20:14:49+00:00,0,8nagGOtv7FE,"{""text"":""Bart: Ima looking for Hugenkiss first name Amanda...   Moe: Ok, ok... Is there Amanda Hugenkiss? Hey everybody im looking for A Man to hug and kiss...""}"
Ugw2GFi-LFtuWEdOxLt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-10-04T05:04:27+00:00,0,Z8mvrFHcgsc,"{""text"":""And why do we want that again???""}"
UgzsBEgHL11qDzwso494AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-09-28T23:12:32+00:00,0,utbwYIVRJaQ,"{""text"":""randomness""}"
UgyYKyI5YlPHZhdnlYt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-09-28T04:56:48+00:00,0,0gQQ7hhB70c,"{""text"":""ssg0t3nks u can go to hell u messed up fuck i was asuming that dmanconn didnt know Lou's name...""}"
UgxSV3_JsGRs9HrLpkF4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-09-28T04:56:11+00:00,0,0gQQ7hhB70c,"{""text"":""ssg0t3nks u can go to hell u messed up fuck i was asuming that dmanconn didnt know Lou's name...""}"
Ugxxyd1pOB7phhIshKh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-09-28T04:46:00+00:00,0,U1ULxKM75rY,"{""text"":""a bit...""}"
UgwN54hIkWZFQLIfrDd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-09-28T04:26:53+00:00,0,K9wRSn-gRAM,"{""text"":""Im actualy goodoldloverboy and i was replying to POPTARTSYUM...""}"
UgwGQQyKEQaLvPWukpx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-09-28T01:42:58+00:00,0,0gQQ7hhB70c,"{""text"":""Devil? Do you mean Lou?""}"
Ugzrc-DGnAY1NPFqal94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-09-27T03:29:01+00:00,0,A7RFyh5ABcQ,"{""text"":""WTF? Happend at 0:46? did it explode?""}"
Ugx4sul6t74jy0zwqP54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-09-27T03:06:09+00:00,0,r_x6BB_2RRI,"{""text"":""U should do the plasma ball again with it turned on cuz there wasnt much of a show...""}"
Ugxx59mFywM5Q-0d7014AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2008-09-27T03:04:47+00:00,0,r_x6BB_2RRI,"{""text"":""he said RE-visit""}"





