Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Post ID,Video ID,Comment Text,Top-Level Comment ID
UgysNCCVS_9qChTOgk54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-30T05:13:00.103746+00:00,0,,,0rzG7cv2Yow,"{""text"":""Philip DeFranco get on this stat!""}",
Ugwf6ILb32-j0Q1p0lV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-29T18:27:45.486301+00:00,0,,,QlfihjZH6GE,"{""text"":""that was fucking beautiful""}",
UgxbUptY6aZW8BHemUl4AaABAg.8gpkUgDtF-Q8gqAuOgmg4M,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-29T17:33:38.649118+00:00,0,UgxbUptY6aZW8BHemUl4AaABAg,,SUp3gdpwttI,"{""text"":""GAY - Genotype: Alien? Yes.""}",UgxbUptY6aZW8BHemUl4AaABAg
UgwThn-6DZXDDwej9T54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-28T21:31:49.14784+00:00,0,,,ZJpKG9V2xds,"{""text"":""What's with the big \""Acid\"" on the screen at ""},{""text"":""8:00"",""videoLink"":{""externalVideoId"":""ZJpKG9V2xds"",""startTimeSeconds"":480}},{""text"":""? Is that the developer of the game? Phil didn't acknowledge it at all.""}",
UgyyeSQo1YZuAdS7hVV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-28T21:21:12.403295+00:00,0,,,vBbQS4DnA9k,"{""text"":""Sugar Pine 7""}",
UgzkZga7VghFp8vdUQt4AaABAg.8giVv8Mq6IQ8gm_2nxr8Rw,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-28T07:56:25.256817+00:00,0,UgzkZga7VghFp8vdUQt4AaABAg,,YXI8yhsLQRU,"{""text"":""wisdomleader2017 at least he scraped off the old stuff first!""}",UgzkZga7VghFp8vdUQt4AaABAg
UgwyI1h2bKq40pQ1rt94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-28T03:00:48.736353+00:00,0,,,peaMa4AF3Vo,"{""text"":""wtf lol""}",
UgzC1tOzRyoNrS00lgV4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-28T02:08:18.853588+00:00,0,,,QBDkdpKvN20,"{""text"":""The music is a nice touch.""}",
UgxoyaNUdiCxmevITYR4AaABAg.8glPTcYu2048glx5nUI0QK,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-28T02:07:18.188607+00:00,0,UgxoyaNUdiCxmevITYR4AaABAg,,8BFFJ7c-zqM,"{""text"":""No, it's a tarp. I'm pretty sure Sib is wearing a tarp.""}",UgxoyaNUdiCxmevITYR4AaABAg
UgwpnxKUf3bwejH1Ivx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-28T02:01:08.640568+00:00,0,,,8BFFJ7c-zqM,"{""text"":""RIP Boys Only Club.""}",
Ugymic7rFRFwt4y7uCd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-27T18:33:54.897936+00:00,0,,,D1NX2dr3voU,"{""text"":""I'm Gloryhole Booger.""}",
UgyKxaxLdyXqsu8REX94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-27T18:32:58.985449+00:00,0,,,VZVosFzD9NU,"{""text"":""Cool so soon I will be able to control my lights with Wear OS.""}",
UgzkZga7VghFp8vdUQt4AaABAg.8giVv8Mq6IQ8giYIcoici_,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-26T18:24:08.546279+00:00,0,UgzkZga7VghFp8vdUQt4AaABAg.8giVv8Mq6IQ8giX8U16obZ,,YXI8yhsLQRU,"{""text"":""Nice!""}",UgzkZga7VghFp8vdUQt4AaABAg
UgzkZga7VghFp8vdUQt4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-26T18:03:19.600141+00:00,0,,,YXI8yhsLQRU,"{""text"":""Steve MRE Info on loawhy86? Worlds collide!""}",
UgwO_Fk8m1CZj4UGxA94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-26T17:46:13.371215+00:00,0,,,lmhtqOP7zok,"{""text"":""It's quite simple you see, men can't be women't because woment is when you are being a waman for the moment.""},{""text"":""\n""},{""text"":""Men't cannot'nt be men and men yes'nt be women't.""}",
UgwDJ6fLaE_xhloHHux4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-26T04:58:05.278294+00:00,0,,,EU-eQpCqBXQ,"{""text"":""did.. did it work?""}",
Ugw3SAmY_TVJpJTqdIl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-26T01:45:19.558485+00:00,0,,,YzDa5sZ9G48,"{""text"":""360p squad!""}",
UgyYxUwPRttoYXO7bud4AaABAg.8ggkglmg5Ab8ggkundSglC,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-26T01:44:36.286908+00:00,0,UgyYxUwPRttoYXO7bud4AaABAg,,YzDa5sZ9G48,"{""text"":""nope""}",UgyYxUwPRttoYXO7bud4AaABAg
Ugz-__IvxM-BlKyws454AaABAg.8ggkhrQsUFE8ggku8AHDcj,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-26T01:44:30.881501+00:00,0,Ugz-__IvxM-BlKyws454AaABAg,,YzDa5sZ9G48,"{""text"":""nope""}",Ugz-__IvxM-BlKyws454AaABAg
Ugyz2o-f8aJoZB-1l4p4AaABAg.8ggkhEtVi4r8ggkrhlDtLb,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-26T01:44:10.9804+00:00,0,Ugyz2o-f8aJoZB-1l4p4AaABAg,,YzDa5sZ9G48,"{""text"":""nope""}",Ugyz2o-f8aJoZB-1l4p4AaABAg
Ugx4f2cOwgvq5HQB33l4AaABAg.8ggkhAdeDjb8ggkqLAOep7,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-26T01:43:59.762656+00:00,0,Ugx4f2cOwgvq5HQB33l4AaABAg,,YzDa5sZ9G48,"{""text"":""nope""}",Ugx4f2cOwgvq5HQB33l4AaABAg
UgzawSVP_uPFksfQVWZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-26T01:36:08.854532+00:00,0,,,F6izK9YXKGY,"{""text"":""What if the Nomu in captivity at UA has telepathy powers. HMMM?""}",
UgwJ0oe5xw5rvdmSfM14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-25T20:42:59.828492+00:00,0,,,y2ldXU6FncM,"{""text"":""Love the home automation aspect. I can ask Google to turn my lights on and off!""}",
UgxQ_I3JiiVckCiZiCF4AaABAg.8fGyW-Or4Jm8ggDF7W_6cf,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-25T20:41:40.931839+00:00,0,UgxQ_I3JiiVckCiZiCF4AaABAg,,y2ldXU6FncM,"{""text"":""Sorry, I've just seen other channels do that.""}",UgxQ_I3JiiVckCiZiCF4AaABAg
UgycuS89CdjJvlQB0Ox4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-25T20:00:52.14448+00:00,0,,,1MGNw-Y2QPk,"{""text"":""Donated for the first time in March this year. Was inspired by the One List One Life campaign I saw on H3H3 Podcast. It's super easy and you get free snacks!""}",
UgydA0f_9QhdAeh_sP94AaABAg.8gX6norgMar8g_3LljMtNU,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-23T02:00:31.471378+00:00,0,UgydA0f_9QhdAeh_sP94AaABAg,,-8X32zNup1o,"{""text"":""I thought it was an interesting podcast. The dude is genuine eccentric.""}",UgydA0f_9QhdAeh_sP94AaABAg
Ugwx7L8MZaJvzoOxwgZ4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-22T22:03:58.870844+00:00,0,,,3gCAsAqU11Q,"{""text"":""Kendrick Lamar is a fucking douche.""}",
UgyES1UPtNkUtJIhnTh4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-22T02:46:05.123875+00:00,0,,,tmoZDfrjZxA,"{""text"":""Master Joey smoking the reefer all the way to Dinnyland!""}",
UgydA0f_9QhdAeh_sP94AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-21T22:32:59.247926+00:00,0,,,-8X32zNup1o,"{""text"":""Holy shit this guy. I have chronic fatigue from this whirlwind of extravagant tales.""}",
UgzBCYlsQTE5A45zzvl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-21T21:56:28.281549+00:00,0,,,s3EiS7aqCmM,"{""text"":""D E M O N E T I Z E D""}",
Ugz-SSE3ylFKpHH4Ekl4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-21T08:12:26.527417+00:00,0,,,Y0ZHdeWPBiY,"{""text"":""beat it beat it beat it beat it""}",
UgxTjGNqibJ9RLOvtp54AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-21T06:50:15.961719+00:00,0,,,0HqLk_ZbHmI,"{""text"":""Tyler is a legend, he has a lot of stories to tell and a limited time to tell them""},{""text"":""\n""},{""text"":""but he kind of came off a bit narcissistic he didn't seem very interested in anything Joe had to say. Still a great podcast.""}",
Ugzvp-oUv48aDY5bi5N4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-20T22:53:04.895545+00:00,0,,,OfbndJQdA2I,"{""text"":""well then. umm. congrats.""}",
Ugy6J4Vz8iyLuZKtPV14AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-18T20:52:56.128077+00:00,0,,,_BkXWi9gKKM,"{""text"":""So how do download MicroLED onto my Huawei Watch 2?""},{""text"":""\n""},{""text"":""Is it the same site for downloading RAM?""}",
UgwhEZitzLbx7Yt-Iwp4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-18T20:48:05.634208+00:00,0,,,yDiXQl7grPQ,"{""text"":""But my Dad didn't hear laurel. And his ears are shit.""},{""text"":""\n""},{""text"":""All I hear is laurel. Does that mean my ears are old?""}",
UgxLlHmAfqDQRoHT2xB4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-17T21:29:45.935724+00:00,0,,,gHr8OVnxtrc,"{""text"":""I hear SQAUMISH""}",
Ugw41r46ClrwFFAVVvN4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-17T00:51:03.654017+00:00,0,,,qDVNYo2Jw3A,"{""text"":""\""Family Guy is everything.\""""}",
Ugwhc7dE12L5MYOa2cd4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-16T04:12:42.579599+00:00,0,,,dwZU8wny4Cw,"{""text"":""How did I forget about Poptart? It's 100% gonna be Poptart.""}",
UgydM6qVNPeK6v7A2Mx4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-15T18:40:57.623067+00:00,0,,,LyZnRswj9G8,"{""text"":""my eyes are fucked up from all the edits""}",
Ugy6_pOD3kQHMMAD16p4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-14T18:42:56.755746+00:00,0,,,IaFcNA06FJU,"{""text"":""Pewds sounds like Alfredo from SugarPine7 sometimes.""}",
Ugx2IYPi8J1kCzw7V8J4AaABAg,UCn3WLZT7k8nO24XimlJVJVQ,2018-05-13T17:00:52.392516+00:00,0,,,QGlNYtxlFtc,"{""text"":""REEEEEEE""}",





